"PHR_SK","PROD_SK","CAN_DISPENSE_FLG","IN_STOCK_FLG","QTY_ON_HAND","EFF_DT","TERM_DT"
"4058","1021","Y","Y","88","2024-01-01","2029-12-31"
"4058","1033","Y","Y","88","2024-01-01","2029-12-31"
"4059","1001","Y","Y","89","2024-01-01","2029-12-31"
"4059","1002","Y","Y","89","2024-01-01","2029-12-31"
"4059","1003","Y","Y","89","2024-01-01","2029-12-31"
"4059","1008","Y","Y","89","2024-01-01","2029-12-31"
"4059","1011","Y","Y","89","2024-01-01","2029-12-31"
"4059","1018","Y","Y","89","2024-01-01","2029-12-31"
"4059","1021","Y","Y","89","2024-01-01","2029-12-31"
"4059","1033","Y","Y","89","2024-01-01","2029-12-31"
"4060","1001","Y","Y","20","2024-01-01","2029-12-31"
"4060","1002","Y","Y","20","2024-01-01","2029-12-31"
"4060","1003","Y","Y","20","2024-01-01","2029-12-31"
"4060","1008","Y","Y","20","2024-01-01","2029-12-31"
"4060","1011","Y","Y","20","2024-01-01","2029-12-31"
"4060","1018","Y","Y","20","2024-01-01","2029-12-31"
"4060","1021","Y","Y","20","2024-01-01","2029-12-31"
"4060","1033","Y","Y","20","2024-01-01","2029-12-31"
"4061","1001","Y","Y","21","2024-01-01","2029-12-31"
"4061","1002","Y","Y","21","2024-01-01","2029-12-31"
"4061","1003","Y","Y","21","2024-01-01","2029-12-31"
"4061","1008","Y","Y","21","2024-01-01","2029-12-31"
"4061","1011","Y","Y","21","2024-01-01","2029-12-31"
"4061","1018","Y","Y","21","2024-01-01","2029-12-31"
"4061","1021","Y","Y","21","2024-01-01","2029-12-31"
"4061","1033","Y","Y","21","2024-01-01","2029-12-31"
"4062","1001","Y","Y","22","2024-01-01","2029-12-31"
"4062","1002","Y","Y","22","2024-01-01","2029-12-31"
"4062","1003","Y","Y","22","2024-01-01","2029-12-31"
"4062","1008","Y","Y","22","2024-01-01","2029-12-31"
"4062","1011","Y","Y","22","2024-01-01","2029-12-31"
"4062","1018","Y","Y","22","2024-01-01","2029-12-31"
"4062","1021","Y","Y","22","2024-01-01","2029-12-31"
"4062","1033","Y","Y","22","2024-01-01","2029-12-31"
"4063","1001","Y","Y","23","2024-01-01","2029-12-31"
"4063","1002","Y","Y","23","2024-01-01","2029-12-31"
"4063","1003","Y","Y","23","2024-01-01","2029-12-31"
"4063","1008","N","N","0","2024-01-01","2029-12-31"
"4063","1011","Y","Y","23","2024-01-01","2029-12-31"
"4063","1018","Y","Y","23","2024-01-01","2029-12-31"
"4063","1021","N","N","0","2024-01-01","2029-12-31"
"4063","1033","Y","Y","23","2024-01-01","2029-12-31"
"4064","1001","Y","Y","24","2024-01-01","2029-12-31"
"4064","1002","Y","Y","24","2024-01-01","2029-12-31"
"4064","1003","Y","Y","24","2024-01-01","2029-12-31"
"4064","1008","Y","Y","24","2024-01-01","2029-12-31"
"4064","1011","Y","Y","24","2024-01-01","2029-12-31"
"4064","1018","Y","Y","24","2024-01-01","2029-12-31"
"4064","1021","Y","Y","24","2024-01-01","2029-12-31"
"4064","1033","Y","Y","24","2024-01-01","2029-12-31"
"4065","1001","Y","Y","25","2024-01-01","2029-12-31"
"4065","1002","Y","Y","25","2024-01-01","2029-12-31"
"4065","1003","Y","Y","25","2024-01-01","2029-12-31"
"4065","1008","Y","Y","25","2024-01-01","2029-12-31"
"4065","1011","Y","Y","25","2024-01-01","2029-12-31"
"4065","1018","Y","Y","25","2024-01-01","2029-12-31"
"4065","1021","Y","Y","25","2024-01-01","2029-12-31"
"4065","1033","Y","Y","25","2024-01-01","2029-12-31"
"4066","1001","Y","Y","26","2024-01-01","2029-12-31"
"4066","1002","Y","Y","26","2024-01-01","2029-12-31"
"4066","1003","Y","Y","26","2024-01-01","2029-12-31"
"4066","1008","Y","Y","26","2024-01-01","2029-12-31"
"4066","1011","Y","Y","26","2024-01-01","2029-12-31"
"4066","1018","Y","Y","26","2024-01-01","2029-12-31"
"4066","1021","Y","Y","26","2024-01-01","2029-12-31"
"4066","1033","Y","Y","26","2024-01-01","2029-12-31"
"4067","1001","Y","Y","27","2024-01-01","2029-12-31"
"4067","1002","Y","Y","27","2024-01-01","2029-12-31"
"4067","1003","Y","Y","27","2024-01-01","2029-12-31"
"4067","1008","Y","Y","27","2024-01-01","2029-12-31"
"4067","1011","Y","Y","27","2024-01-01","2029-12-31"
"4067","1018","Y","Y","27","2024-01-01","2029-12-31"
"4067","1021","Y","Y","27","2024-01-01","2029-12-31"
"4067","1033","Y","Y","27","2024-01-01","2029-12-31"
"4068","1001","Y","Y","28","2024-01-01","2029-12-31"
"4068","1002","Y","Y","28","2024-01-01","2029-12-31"
"4068","1003","Y","Y","28","2024-01-01","2029-12-31"
"4068","1008","Y","Y","28","2024-01-01","2029-12-31"
"4068","1011","Y","Y","28","2024-01-01","2029-12-31"
"4068","1018","Y","Y","28","2024-01-01","2029-12-31"
"4068","1021","Y","Y","28","2024-01-01","2029-12-31"
"4068","1033","Y","Y","28","2024-01-01","2029-12-31"
"4069","1001","Y","Y","29","2024-01-01","2029-12-31"
"4069","1002","Y","Y","29","2024-01-01","2029-12-31"
"4069","1003","Y","Y","29","2024-01-01","2029-12-31"
"4069","1008","Y","Y","29","2024-01-01","2029-12-31"
"4069","1011","Y","Y","29","2024-01-01","2029-12-31"
"4069","1018","Y","N","0","2024-01-01","2029-12-31"
"4069","1021","Y","Y","29","2024-01-01","2029-12-31"
"4069","1033","Y","N","0","2024-01-01","2029-12-31"
"4070","1001","Y","Y","30","2024-01-01","2029-12-31"
"4070","1002","Y","Y","30","2024-01-01","2029-12-31"
"4070","1003","Y","Y","30","2024-01-01","2029-12-31"
"4070","1008","Y","Y","30","2024-01-01","2029-12-31"
"4070","1011","Y","Y","30","2024-01-01","2029-12-31"
"4070","1018","Y","Y","30","2024-01-01","2029-12-31"
"4070","1021","Y","Y","30","2024-01-01","2029-12-31"
"4070","1033","Y","Y","30","2024-01-01","2029-12-31"
"4071","1001","Y","Y","31","2024-01-01","2029-12-31"
"4071","1002","Y","Y","31","2024-01-01","2029-12-31"
"4071","1003","Y","Y","31","2024-01-01","2029-12-31"
"4071","1008","Y","Y","31","2024-01-01","2029-12-31"
"4071","1011","Y","Y","31","2024-01-01","2029-12-31"
"4071","1018","Y","Y","31","2024-01-01","2029-12-31"
"4071","1021","Y","Y","31","2024-01-01","2029-12-31"
"4071","1033","Y","Y","31","2024-01-01","2029-12-31"
"4072","1001","Y","Y","32","2024-01-01","2029-12-31"
"4072","1002","Y","Y","32","2024-01-01","2029-12-31"
"4072","1003","Y","Y","32","2024-01-01","2029-12-31"
"4072","1008","Y","Y","32","2024-01-01","2029-12-31"
"4072","1011","Y","Y","32","2024-01-01","2029-12-31"
"4072","1018","Y","Y","32","2024-01-01","2029-12-31"
"4072","1021","Y","Y","32","2024-01-01","2029-12-31"
"4072","1033","Y","Y","32","2024-01-01","2029-12-31"
"4073","1001","Y","Y","33","2024-01-01","2029-12-31"
"4073","1002","Y","Y","33","2024-01-01","2029-12-31"
"4073","1003","Y","Y","33","2024-01-01","2029-12-31"
"4073","1008","Y","Y","33","2024-01-01","2029-12-31"
"4073","1011","Y","Y","33","2024-01-01","2029-12-31"
"4073","1018","Y","Y","33","2024-01-01","2029-12-31"
"4073","1021","Y","Y","33","2024-01-01","2029-12-31"
"4073","1033","Y","Y","33","2024-01-01","2029-12-31"
"4074","1001","Y","Y","34","2024-01-01","2029-12-31"
"4074","1002","Y","Y","34","2024-01-01","2029-12-31"
"4074","1003","Y","Y","34","2024-01-01","2029-12-31"
"4074","1008","Y","Y","34","2024-01-01","2029-12-31"
"4074","1011","Y","Y","34","2024-01-01","2029-12-31"
"4074","1018","Y","Y","34","2024-01-01","2029-12-31"
"4074","1021","Y","Y","34","2024-01-01","2029-12-31"
"4074","1033","Y","Y","34","2024-01-01","2029-12-31"
"4075","1001","Y","Y","35","2024-01-01","2029-12-31"
"4075","1002","Y","Y","35","2024-01-01","2029-12-31"
"4075","1003","Y","Y","35","2024-01-01","2029-12-31"
"4075","1008","Y","Y","35","2024-01-01","2029-12-31"
"4075","1011","Y","Y","35","2024-01-01","2029-12-31"
"4075","1018","Y","Y","35","2024-01-01","2029-12-31"
"4075","1021","Y","Y","35","2024-01-01","2029-12-31"
"4075","1033","Y","Y","35","2024-01-01","2029-12-31"
"4076","1001","Y","Y","36","2024-01-01","2029-12-31"
"4076","1002","Y","Y","36","2024-01-01","2029-12-31"
"4076","1003","Y","Y","36","2024-01-01","2029-12-31"
"4076","1008","Y","Y","36","2024-01-01","2029-12-31"
"4076","1011","Y","Y","36","2024-01-01","2029-12-31"
"4076","1018","Y","Y","36","2024-01-01","2029-12-31"
"4076","1021","Y","Y","36","2024-01-01","2029-12-31"
"4076","1033","Y","Y","36","2024-01-01","2029-12-31"
"4077","1001","Y","Y","37","2024-01-01","2029-12-31"
"4077","1002","Y","Y","37","2024-01-01","2029-12-31"
"4077","1003","Y","Y","37","2024-01-01","2029-12-31"
"4077","1008","Y","Y","37","2024-01-01","2029-12-31"
"4077","1011","Y","Y","37","2024-01-01","2029-12-31"
"4077","1018","Y","Y","37","2024-01-01","2029-12-31"
"4077","1021","Y","Y","37","2024-01-01","2029-12-31"
"4077","1033","Y","Y","37","2024-01-01","2029-12-31"
"4078","1001","Y","Y","38","2024-01-01","2029-12-31"
"4078","1002","Y","Y","38","2024-01-01","2029-12-31"
"4078","1003","Y","Y","38","2024-01-01","2029-12-31"
"4078","1008","Y","Y","38","2024-01-01","2029-12-31"
"4078","1011","Y","Y","38","2024-01-01","2029-12-31"
"4078","1018","Y","Y","38","2024-01-01","2029-12-31"
"4078","1021","Y","Y","38","2024-01-01","2029-12-31"
"4078","1033","Y","Y","38","2024-01-01","2029-12-31"
"4079","1001","Y","Y","39","2024-01-01","2029-12-31"
"4079","1002","Y","Y","39","2024-01-01","2029-12-31"
"4079","1003","Y","Y","39","2024-01-01","2029-12-31"
"4079","1008","Y","Y","39","2024-01-01","2029-12-31"
"4079","1011","Y","Y","39","2024-01-01","2029-12-31"
"4079","1018","Y","Y","39","2024-01-01","2029-12-31"
"4079","1021","Y","Y","39","2024-01-01","2029-12-31"
"4079","1033","Y","Y","39","2024-01-01","2029-12-31"
"4080","1001","Y","Y","40","2024-01-01","2029-12-31"
"4080","1002","Y","Y","40","2024-01-01","2029-12-31"
"4080","1003","Y","Y","40","2024-01-01","2029-12-31"
"4080","1008","N","N","0","2024-01-01","2029-12-31"
"4080","1011","Y","Y","40","2024-01-01","2029-12-31"
"4080","1018","Y","Y","40","2024-01-01","2029-12-31"
"4080","1021","N","N","0","2024-01-01","2029-12-31"
"4080","1033","Y","Y","40","2024-01-01","2029-12-31"
"4081","1001","Y","Y","41","2024-01-01","2029-12-31"
"4081","1002","Y","Y","41","2024-01-01","2029-12-31"
"4081","1003","Y","Y","41","2024-01-01","2029-12-31"
"4081","1008","Y","Y","41","2024-01-01","2029-12-31"
"4081","1011","Y","Y","41","2024-01-01","2029-12-31"
"4081","1018","Y","Y","41","2024-01-01","2029-12-31"
"4081","1021","Y","Y","41","2024-01-01","2029-12-31"
"4081","1033","Y","Y","41","2024-01-01","2029-12-31"
"4082","1001","Y","Y","42","2024-01-01","2029-12-31"
"4082","1002","Y","Y","42","2024-01-01","2029-12-31"
"4082","1003","Y","Y","42","2024-01-01","2029-12-31"
"4082","1008","Y","Y","42","2024-01-01","2029-12-31"
"4082","1011","Y","Y","42","2024-01-01","2029-12-31"
"4082","1018","Y","N","0","2024-01-01","2029-12-31"
"4082","1021","Y","Y","42","2024-01-01","2029-12-31"
"4082","1033","Y","N","0","2024-01-01","2029-12-31"
"4083","1001","Y","Y","43","2024-01-01","2029-12-31"
"4083","1002","Y","Y","43","2024-01-01","2029-12-31"
"4083","1003","Y","Y","43","2024-01-01","2029-12-31"
"4083","1008","Y","Y","43","2024-01-01","2029-12-31"
"4083","1011","Y","Y","43","2024-01-01","2029-12-31"
"4083","1018","Y","Y","43","2024-01-01","2029-12-31"
"4083","1021","Y","Y","43","2024-01-01","2029-12-31"
"4083","1033","Y","Y","43","2024-01-01","2029-12-31"
"4084","1001","Y","Y","44","2024-01-01","2029-12-31"
"4084","1002","Y","Y","44","2024-01-01","2029-12-31"
"4084","1003","Y","Y","44","2024-01-01","2029-12-31"
"4084","1008","Y","Y","44","2024-01-01","2029-12-31"
"4084","1011","Y","Y","44","2024-01-01","2029-12-31"
"4084","1018","Y","Y","44","2024-01-01","2029-12-31"
"4084","1021","Y","Y","44","2024-01-01","2029-12-31"
"4084","1033","Y","Y","44","2024-01-01","2029-12-31"
"4085","1001","Y","Y","45","2024-01-01","2029-12-31"
"4085","1002","Y","Y","45","2024-01-01","2029-12-31"
"4085","1003","Y","Y","45","2024-01-01","2029-12-31"
"4085","1008","Y","Y","45","2024-01-01","2029-12-31"
"4085","1011","Y","Y","45","2024-01-01","2029-12-31"
"4085","1018","Y","Y","45","2024-01-01","2029-12-31"
"4085","1021","Y","Y","45","2024-01-01","2029-12-31"
"4085","1033","Y","Y","45","2024-01-01","2029-12-31"
"4086","1001","Y","Y","46","2024-01-01","2029-12-31"
"4086","1002","Y","Y","46","2024-01-01","2029-12-31"
"4086","1003","Y","Y","46","2024-01-01","2029-12-31"
"4086","1008","Y","Y","46","2024-01-01","2029-12-31"
"4086","1011","Y","Y","46","2024-01-01","2029-12-31"
"4086","1018","Y","Y","46","2024-01-01","2029-12-31"
"4086","1021","Y","Y","46","2024-01-01","2029-12-31"
"4086","1033","Y","Y","46","2024-01-01","2029-12-31"
"4087","1001","Y","Y","47","2024-01-01","2029-12-31"
"4087","1002","Y","Y","47","2024-01-01","2029-12-31"
"4087","1003","Y","Y","47","2024-01-01","2029-12-31"
"4087","1008","Y","Y","47","2024-01-01","2029-12-31"
"4087","1011","Y","Y","47","2024-01-01","2029-12-31"
"4087","1018","Y","Y","47","2024-01-01","2029-12-31"
"4087","1021","Y","Y","47","2024-01-01","2029-12-31"
"4087","1033","Y","Y","47","2024-01-01","2029-12-31"
"4088","1001","Y","Y","48","2024-01-01","2029-12-31"
"4088","1002","Y","Y","48","2024-01-01","2029-12-31"
"4088","1003","Y","Y","48","2024-01-01","2029-12-31"
"4088","1008","Y","Y","48","2024-01-01","2029-12-31"
"4088","1011","Y","Y","48","2024-01-01","2029-12-31"
"4088","1018","Y","Y","48","2024-01-01","2029-12-31"
"4088","1021","Y","Y","48","2024-01-01","2029-12-31"
"4088","1033","Y","Y","48","2024-01-01","2029-12-31"
"4089","1001","Y","Y","49","2024-01-01","2029-12-31"
"4089","1002","Y","Y","49","2024-01-01","2029-12-31"
"4089","1003","Y","Y","49","2024-01-01","2029-12-31"
"4089","1008","Y","Y","49","2024-01-01","2029-12-31"
"4089","1011","Y","Y","49","2024-01-01","2029-12-31"
"4089","1018","Y","Y","49","2024-01-01","2029-12-31"
"4089","1021","Y","Y","49","2024-01-01","2029-12-31"
"4089","1033","Y","Y","49","2024-01-01","2029-12-31"
"4090","1001","Y","Y","50","2024-01-01","2029-12-31"
"4090","1002","Y","Y","50","2024-01-01","2029-12-31"
"4090","1003","Y","Y","50","2024-01-01","2029-12-31"
"4090","1008","Y","Y","50","2024-01-01","2029-12-31"
"4090","1011","Y","Y","50","2024-01-01","2029-12-31"
"4090","1018","Y","Y","50","2024-01-01","2029-12-31"
"4090","1021","Y","Y","50","2024-01-01","2029-12-31"
"4090","1033","Y","Y","50","2024-01-01","2029-12-31"
"4091","1001","Y","Y","51","2024-01-01","2029-12-31"
"4091","1002","Y","Y","51","2024-01-01","2029-12-31"
"4091","1003","Y","Y","51","2024-01-01","2029-12-31"
"4091","1008","Y","Y","51","2024-01-01","2029-12-31"
"4091","1011","Y","Y","51","2024-01-01","2029-12-31"
"4091","1018","Y","Y","51","2024-01-01","2029-12-31"
"4091","1021","Y","Y","51","2024-01-01","2029-12-31"
"4091","1033","Y","Y","51","2024-01-01","2029-12-31"
"4092","1001","Y","Y","52","2024-01-01","2029-12-31"
"4092","1002","Y","Y","52","2024-01-01","2029-12-31"
"4092","1003","Y","Y","52","2024-01-01","2029-12-31"
"4092","1008","Y","Y","52","2024-01-01","2029-12-31"
"4092","1011","Y","Y","52","2024-01-01","2029-12-31"
"4092","1018","Y","Y","52","2024-01-01","2029-12-31"
"4092","1021","Y","Y","52","2024-01-01","2029-12-31"
"4092","1033","Y","Y","52","2024-01-01","2029-12-31"
"4093","1001","Y","Y","53","2024-01-01","2029-12-31"
"4093","1002","Y","Y","53","2024-01-01","2029-12-31"
"4093","1003","Y","Y","53","2024-01-01","2029-12-31"
"4093","1008","Y","Y","53","2024-01-01","2029-12-31"
"4093","1011","Y","Y","53","2024-01-01","2029-12-31"
"4093","1018","Y","Y","53","2024-01-01","2029-12-31"
"4093","1021","Y","Y","53","2024-01-01","2029-12-31"
"4093","1033","Y","Y","53","2024-01-01","2029-12-31"
"4094","1001","Y","Y","54","2024-01-01","2029-12-31"
"4094","1002","Y","Y","54","2024-01-01","2029-12-31"
"4094","1003","Y","Y","54","2024-01-01","2029-12-31"
"4094","1008","Y","Y","54","2024-01-01","2029-12-31"
"4094","1011","Y","Y","54","2024-01-01","2029-12-31"
"4094","1018","Y","Y","54","2024-01-01","2029-12-31"
"4094","1021","Y","Y","54","2024-01-01","2029-12-31"
"4094","1033","Y","Y","54","2024-01-01","2029-12-31"
"4095","1001","Y","Y","55","2024-01-01","2029-12-31"
"4095","1002","Y","Y","55","2024-01-01","2029-12-31"
"4095","1003","Y","Y","55","2024-01-01","2029-12-31"
"4095","1008","Y","Y","55","2024-01-01","2029-12-31"
"4095","1011","Y","Y","55","2024-01-01","2029-12-31"
"4095","1018","Y","N","0","2024-01-01","2029-12-31"
"4095","1021","Y","Y","55","2024-01-01","2029-12-31"
"4095","1033","Y","N","0","2024-01-01","2029-12-31"
"4096","1001","Y","Y","56","2024-01-01","2029-12-31"
"4096","1002","Y","Y","56","2024-01-01","2029-12-31"
"4096","1003","Y","Y","56","2024-01-01","2029-12-31"
"4096","1008","Y","Y","56","2024-01-01","2029-12-31"
"4096","1011","Y","Y","56","2024-01-01","2029-12-31"
"4096","1018","Y","Y","56","2024-01-01","2029-12-31"
"4096","1021","Y","Y","56","2024-01-01","2029-12-31"
"4096","1033","Y","Y","56","2024-01-01","2029-12-31"
"4097","1001","Y","Y","57","2024-01-01","2029-12-31"
"4097","1002","Y","Y","57","2024-01-01","2029-12-31"
"4097","1003","Y","Y","57","2024-01-01","2029-12-31"
"4097","1008","N","N","0","2024-01-01","2029-12-31"
"4097","1011","Y","Y","57","2024-01-01","2029-12-31"
"4097","1018","Y","Y","57","2024-01-01","2029-12-31"
"4097","1021","N","N","0","2024-01-01","2029-12-31"
"4097","1033","Y","Y","57","2024-01-01","2029-12-31"
"4098","1001","Y","Y","58","2024-01-01","2029-12-31"
"4098","1002","Y","Y","58","2024-01-01","2029-12-31"
"4098","1003","Y","Y","58","2024-01-01","2029-12-31"
"4098","1008","Y","Y","58","2024-01-01","2029-12-31"
"4098","1011","Y","Y","58","2024-01-01","2029-12-31"
"4098","1018","Y","Y","58","2024-01-01","2029-12-31"
"4098","1021","Y","Y","58","2024-01-01","2029-12-31"
"4098","1033","Y","Y","58","2024-01-01","2029-12-31"
"4099","1001","Y","Y","59","2024-01-01","2029-12-31"
"4099","1002","Y","Y","59","2024-01-01","2029-12-31"
"4099","1003","Y","Y","59","2024-01-01","2029-12-31"
"4099","1008","Y","Y","59","2024-01-01","2029-12-31"
"4099","1011","Y","Y","59","2024-01-01","2029-12-31"
"4099","1018","Y","Y","59","2024-01-01","2029-12-31"
"4099","1021","Y","Y","59","2024-01-01","2029-12-31"
"4099","1033","Y","Y","59","2024-01-01","2029-12-31"
"4100","1001","Y","Y","60","2024-01-01","2029-12-31"
"4100","1002","Y","Y","60","2024-01-01","2029-12-31"
"4100","1003","Y","Y","60","2024-01-01","2029-12-31"
"4100","1008","Y","Y","60","2024-01-01","2029-12-31"
"4100","1011","Y","Y","60","2024-01-01","2029-12-31"
"4100","1018","Y","Y","60","2024-01-01","2029-12-31"
"4100","1021","Y","Y","60","2024-01-01","2029-12-31"
"4100","1033","Y","Y","60","2024-01-01","2029-12-31"
"4101","1001","Y","Y","61","2024-01-01","2029-12-31"
"4101","1002","Y","Y","61","2024-01-01","2029-12-31"
"4101","1003","Y","Y","61","2024-01-01","2029-12-31"
"4101","1008","Y","Y","61","2024-01-01","2029-12-31"
"4101","1011","Y","Y","61","2024-01-01","2029-12-31"
"4101","1018","Y","Y","61","2024-01-01","2029-12-31"
"4101","1021","Y","Y","61","2024-01-01","2029-12-31"
"4101","1033","Y","Y","61","2024-01-01","2029-12-31"
"4102","1001","Y","Y","62","2024-01-01","2029-12-31"
"4102","1002","Y","Y","62","2024-01-01","2029-12-31"
"4102","1003","Y","Y","62","2024-01-01","2029-12-31"
"4102","1008","Y","Y","62","2024-01-01","2029-12-31"
"4102","1011","Y","Y","62","2024-01-01","2029-12-31"
"4102","1018","Y","Y","62","2024-01-01","2029-12-31"
"4102","1021","Y","Y","62","2024-01-01","2029-12-31"
"4102","1033","Y","Y","62","2024-01-01","2029-12-31"
"4103","1001","Y","Y","63","2024-01-01","2029-12-31"
"4103","1002","Y","Y","63","2024-01-01","2029-12-31"
"4103","1003","Y","Y","63","2024-01-01","2029-12-31"
"4103","1008","Y","Y","63","2024-01-01","2029-12-31"
"4103","1011","Y","Y","63","2024-01-01","2029-12-31"
"4103","1018","Y","Y","63","2024-01-01","2029-12-31"
"4103","1021","Y","Y","63","2024-01-01","2029-12-31"
"4103","1033","Y","Y","63","2024-01-01","2029-12-31"
"4104","1001","Y","Y","64","2024-01-01","2029-12-31"
"4104","1002","Y","Y","64","2024-01-01","2029-12-31"
"4104","1003","Y","Y","64","2024-01-01","2029-12-31"
"4104","1008","Y","Y","64","2024-01-01","2029-12-31"
"4104","1011","Y","Y","64","2024-01-01","2029-12-31"
"4104","1018","Y","Y","64","2024-01-01","2029-12-31"
"4104","1021","Y","Y","64","2024-01-01","2029-12-31"
"4104","1033","Y","Y","64","2024-01-01","2029-12-31"
"4105","1001","Y","Y","65","2024-01-01","2029-12-31"
"4105","1002","Y","Y","65","2024-01-01","2029-12-31"
"4105","1003","Y","Y","65","2024-01-01","2029-12-31"
"4105","1008","Y","Y","65","2024-01-01","2029-12-31"
"4105","1011","Y","Y","65","2024-01-01","2029-12-31"
"4105","1018","Y","Y","65","2024-01-01","2029-12-31"
"4105","1021","Y","Y","65","2024-01-01","2029-12-31"
"4105","1033","Y","Y","65","2024-01-01","2029-12-31"
"4106","1001","Y","Y","66","2024-01-01","2029-12-31"
"4106","1002","Y","Y","66","2024-01-01","2029-12-31"
"4106","1003","Y","Y","66","2024-01-01","2029-12-31"
"4106","1008","Y","Y","66","2024-01-01","2029-12-31"
"4106","1011","Y","Y","66","2024-01-01","2029-12-31"
"4106","1018","Y","Y","66","2024-01-01","2029-12-31"
"4106","1021","Y","Y","66","2024-01-01","2029-12-31"
"4106","1033","Y","Y","66","2024-01-01","2029-12-31"
"4107","1001","Y","Y","67","2024-01-01","2029-12-31"
"4107","1002","Y","Y","67","2024-01-01","2029-12-31"
"4107","1003","Y","Y","67","2024-01-01","2029-12-31"
"4107","1008","Y","Y","67","2024-01-01","2029-12-31"
"4107","1011","Y","Y","67","2024-01-01","2029-12-31"
"4107","1018","Y","Y","67","2024-01-01","2029-12-31"
"4107","1021","Y","Y","67","2024-01-01","2029-12-31"
"4107","1033","Y","Y","67","2024-01-01","2029-12-31"
"4108","1001","Y","Y","68","2024-01-01","2029-12-31"
"4108","1002","Y","Y","68","2024-01-01","2029-12-31"
"4108","1003","Y","Y","68","2024-01-01","2029-12-31"
"4108","1008","Y","Y","68","2024-01-01","2029-12-31"
"4108","1011","Y","Y","68","2024-01-01","2029-12-31"
"4108","1018","Y","N","0","2024-01-01","2029-12-31"
"4108","1021","Y","Y","68","2024-01-01","2029-12-31"
"4108","1033","Y","N","0","2024-01-01","2029-12-31"
"4109","1001","Y","Y","69","2024-01-01","2029-12-31"
"4109","1002","Y","Y","69","2024-01-01","2029-12-31"
"4109","1003","Y","Y","69","2024-01-01","2029-12-31"
"4109","1008","Y","Y","69","2024-01-01","2029-12-31"
"4109","1011","Y","Y","69","2024-01-01","2029-12-31"
"4109","1018","Y","Y","69","2024-01-01","2029-12-31"
"4109","1021","Y","Y","69","2024-01-01","2029-12-31"
"4109","1033","Y","Y","69","2024-01-01","2029-12-31"
"4110","1001","Y","Y","70","2024-01-01","2029-12-31"
"4110","1002","Y","Y","70","2024-01-01","2029-12-31"
"4110","1003","Y","Y","70","2024-01-01","2029-12-31"
"4110","1008","Y","Y","70","2024-01-01","2029-12-31"
"4110","1011","Y","Y","70","2024-01-01","2029-12-31"
"4110","1018","Y","Y","70","2024-01-01","2029-12-31"
"4110","1021","Y","Y","70","2024-01-01","2029-12-31"
"4110","1033","Y","Y","70","2024-01-01","2029-12-31"
"4111","1001","Y","Y","71","2024-01-01","2029-12-31"
"4111","1002","Y","Y","71","2024-01-01","2029-12-31"
"4111","1003","Y","Y","71","2024-01-01","2029-12-31"
"4111","1008","Y","Y","71","2024-01-01","2029-12-31"
"4111","1011","Y","Y","71","2024-01-01","2029-12-31"
"4111","1018","Y","Y","71","2024-01-01","2029-12-31"
"4111","1021","Y","Y","71","2024-01-01","2029-12-31"
"4111","1033","Y","Y","71","2024-01-01","2029-12-31"
"4112","1001","Y","Y","72","2024-01-01","2029-12-31"
"4112","1002","Y","Y","72","2024-01-01","2029-12-31"
"4112","1003","Y","Y","72","2024-01-01","2029-12-31"
"4112","1008","Y","Y","72","2024-01-01","2029-12-31"
"4112","1011","Y","Y","72","2024-01-01","2029-12-31"
"4112","1018","Y","Y","72","2024-01-01","2029-12-31"
"4112","1021","Y","Y","72","2024-01-01","2029-12-31"
"4112","1033","Y","Y","72","2024-01-01","2029-12-31"
"4113","1001","Y","Y","73","2024-01-01","2029-12-31"
"4113","1002","Y","Y","73","2024-01-01","2029-12-31"
"4113","1003","Y","Y","73","2024-01-01","2029-12-31"
"4113","1008","Y","Y","73","2024-01-01","2029-12-31"
"4113","1011","Y","Y","73","2024-01-01","2029-12-31"
"4113","1018","Y","Y","73","2024-01-01","2029-12-31"
"4113","1021","Y","Y","73","2024-01-01","2029-12-31"
"4113","1033","Y","Y","73","2024-01-01","2029-12-31"
"4114","1001","Y","Y","74","2024-01-01","2029-12-31"
"4114","1002","Y","Y","74","2024-01-01","2029-12-31"
"4114","1003","Y","Y","74","2024-01-01","2029-12-31"
"4114","1008","N","N","0","2024-01-01","2029-12-31"
"4114","1011","Y","Y","74","2024-01-01","2029-12-31"
"4114","1018","Y","Y","74","2024-01-01","2029-12-31"
"4114","1021","N","N","0","2024-01-01","2029-12-31"
"4114","1033","Y","Y","74","2024-01-01","2029-12-31"
"4115","1001","Y","Y","75","2024-01-01","2029-12-31"
"4115","1002","Y","Y","75","2024-01-01","2029-12-31"
"4115","1003","Y","Y","75","2024-01-01","2029-12-31"
"4115","1008","Y","Y","75","2024-01-01","2029-12-31"
"4115","1011","Y","Y","75","2024-01-01","2029-12-31"
"4115","1018","Y","Y","75","2024-01-01","2029-12-31"
"4115","1021","Y","Y","75","2024-01-01","2029-12-31"
"4115","1033","Y","Y","75","2024-01-01","2029-12-31"
"4116","1001","Y","Y","76","2024-01-01","2029-12-31"
"4116","1002","Y","Y","76","2024-01-01","2029-12-31"
"4116","1003","Y","Y","76","2024-01-01","2029-12-31"
"4116","1008","Y","Y","76","2024-01-01","2029-12-31"
"4116","1011","Y","Y","76","2024-01-01","2029-12-31"
"4116","1018","Y","Y","76","2024-01-01","2029-12-31"
"4116","1021","Y","Y","76","2024-01-01","2029-12-31"
