FRMLRY_ALT_SK,FRMLRY_ID,TRGT_NDC,TRGT_GPI,TRGT_LBL_NM,TRGT_PROD_SK,ALT_PROXY_NDC,ALT_GPI,ALT_LBL_NM,ALT_PROD_SK,ALT_SEQ_NBR,THRPC_GROUP,COST_SAVINGS_FLG,FRMLRY_FROM_DT,FRMLRY_THRU_DT
9000161,FRM0005,00056016985,8320001000,Warfarin 5mg,1021,50458057890,8320201100,Rivaroxaban 20mg,1023,1,Anticoag,N,2022-05-02,2027-01-24
9000162,FRM0005,00071015820,3940001000,Atorvastatin 20mg,1004,00310075030,3940001100,Rosuvastatin 10mg,1005,3,Statin,N,2021-09-17,2027-02-27
9000163,FRM0005,00173071120,4400201000,Fluticasone 110mcg,1019,00006071754,4400501000,Montelukast 10mg,1020,3,Asthma,Y,2021-01-09,2027-03-16
9000164,FRM0003,00169275030,2710301000,Pioglitazone 30mg,1040,00049262066,2710201000,Glipizide 5mg,1007,4,Diabetes_oral,Y,2021-11-01,2026-03-07
9000165,FRM0008,00071010568,7210001100,Pregabalin 75mg,1027,00781534105,7210001000,Gabapentin 300mg,1026,4,Neuropathic,Y,2021-10-08,2025-06-14
9000166,FRM0005,00069307120,0116001000,Azithromycin 250mg,1036,00641024625,0112401000,Doxycycline 100mg,1037,1,Antibiotic,Y,2021-04-13,2025-11-25
9000167,FRM0001,00093278001,7420001000,Naproxen 500mg,1029,00025153531,7420101000,Celecoxib 200mg,1028,2,NSAID_COX,N,2022-04-10,2025-02-26
9000168,FRM0005,00088110947,2240001000,Tamsulosin 0.4mg,1046,00006046254,2240101000,Finasteride 5mg,1047,3,BPH,N,2022-02-15,2026-02-14
9000169,FRM0003,00093107601,2710001000,Metformin 500mg,1006,00006043254,2710401000,Sitagliptin 100mg,1008,4,Diabetes_oral,N,2021-09-13,2027-11-24
9000170,FRM0003,00071010568,7210001100,Pregabalin 75mg,1027,00781534105,7210001000,Gabapentin 300mg,1026,3,Neuropathic,Y,2021-05-17,2026-06-18
9000171,FRM0003,00078036315,8380001000,Clopidogrel 75mg,1024,00280025150,8380001100,Aspirin 81mg,1025,4,Antiplatelet,Y,2022-03-01,2027-01-23
9000172,FRM0002,00025102831,2220201000,Spironolactone 25mg,1032,00116288001,2220101000,Furosemide 40mg,1031,4,HF_diuretic,Y,2021-01-24,2026-04-14
9000173,FRM0010,00149047601,3302001100,Risedronate 35mg,1017,00006028258,3302001000,Alendronate 70mg,1016,4,Bisphosphonate,Y,2021-02-20,2027-04-02
9000174,FRM0010,00056016985,8320001000,Warfarin 5mg,1021,59148001401,8320201000,Apixaban 5mg,1022,1,Anticoag,N,2022-01-12,2025-12-15
9000175,FRM0002,00093084101,2220001000,Hydrochlorothiazide 25mg,1030,00069153041,2230001000,Amlodipine 5mg,1002,2,ACE_BB_CCB,N,2022-11-21,2027-10-10
9000176,FRM0007,00006028258,3302001000,Alendronate 70mg,1016,00149047601,3302001100,Risedronate 35mg,1017,2,Bisphosphonate,N,2021-10-22,2027-10-10
9000177,FRM0007,00781261801,0112001000,Amoxicillin 500mg,1035,00069307120,0116001000,Azithromycin 250mg,1036,2,Antibiotic,N,2021-10-17,2026-01-23
9000178,FRM0004,00781261801,0112001000,Amoxicillin 500mg,1035,00069307120,0116001000,Azithromycin 250mg,1036,4,Antibiotic,N,2021-10-25,2026-06-21
9000179,FRM0008,00173071120,4400201000,Fluticasone 110mcg,1019,00006071754,4400501000,Montelukast 10mg,1020,2,Asthma,Y,2021-03-29,2025-01-22
9000180,FRM0007,00071010568,7210001100,Pregabalin 75mg,1027,00781534105,7210001000,Gabapentin 300mg,1026,3,Neuropathic,Y,2023-01-01,2027-02-25
9000181,FRM0006,00093107601,2710001000,Metformin 500mg,1006,50458060010,2710501100,Canagliflozin 100mg,1039,2,Diabetes_oral,N,2021-03-02,2025-04-17
9000182,FRM0009,64764010030,4400201100,Colchicine 0.6mg,1049,00378016301,4400101000,Allopurinol 300mg,1048,4,Gout,Y,2021-01-06,2026-06-04
9000183,FRM0010,00280025150,8380001100,Aspirin 81mg,1025,00078036315,8380001000,Clopidogrel 75mg,1024,2,Antiplatelet,N,2021-05-16,2025-03-26
9000184,FRM0003,00056016985,8320001000,Warfarin 5mg,1021,50458057890,8320201100,Rivaroxaban 20mg,1023,1,Anticoag,N,2021-12-14,2027-08-17
9000185,FRM0006,00071010568,7210001100,Pregabalin 75mg,1027,00781534105,7210001000,Gabapentin 300mg,1026,1,Neuropathic,Y,2021-09-24,2025-08-28
9000186,FRM0005,00093315305,4920001100,Pantoprazole 40mg,1012,00093312805,4920001000,Omeprazole 20mg,1011,3,PPI,Y,2022-01-05,2027-05-31
9000187,FRM0006,50458057890,8320201100,Rivaroxaban 20mg,1023,59148001401,8320201000,Apixaban 5mg,1022,4,Anticoag,N,2022-03-23,2025-12-04
9000188,FRM0001,00093315305,4920001100,Pantoprazole 40mg,1012,00093312805,4920001000,Omeprazole 20mg,1011,2,PPI,Y,2021-07-13,2025-11-01
9000189,FRM0008,00049493066,6010001000,Sertraline 50mg,1013,00173017400,6010201000,Bupropion 150mg,1042,4,SSRI_SNRI,N,2021-09-24,2025-12-01
9000190,FRM0008,00378016301,4400101000,Allopurinol 300mg,1048,64764010030,4400201100,Colchicine 0.6mg,1049,4,Gout,N,2022-01-01,2027-09-21
9000191,FRM0005,00093312805,4920001000,Omeprazole 20mg,1011,00093315305,4920001100,Pantoprazole 40mg,1012,2,PPI,N,2021-04-06,2026-02-22
9000192,FRM0010,00173017400,6010201000,Bupropion 150mg,1042,00002322230,6010101000,Duloxetine 30mg,1015,1,SSRI_SNRI,N,2022-07-31,2026-03-11
9000193,FRM0002,00008443901,6010101100,Venlafaxine 75mg,1041,00049493066,6010001000,Sertraline 50mg,1013,3,SSRI_SNRI,Y,2021-09-10,2027-10-18
9000194,FRM0007,00378526001,2210201000,Metoprolol 25mg,1003,00093084101,2220001000,Hydrochlorothiazide 25mg,1030,3,ACE_BB_CCB,Y,2022-11-28,2025-09-07
9000195,FRM0008,00781534105,7210001000,Gabapentin 300mg,1026,00071010568,7210001100,Pregabalin 75mg,1027,4,Neuropathic,N,2021-03-25,2027-08-01
9000196,FRM0010,50458057890,8320201100,Rivaroxaban 20mg,1023,00056016985,8320001000,Warfarin 5mg,1021,4,Anticoag,Y,2021-12-04,2025-03-31
9000197,FRM0006,00781534105,7210001000,Gabapentin 300mg,1026,00071010568,7210001100,Pregabalin 75mg,1027,1,Neuropathic,N,2021-02-19,2026-08-03
9000198,FRM0007,00597001510,2710401100,Linagliptin 5mg,1038,50458060010,2710501100,Canagliflozin 100mg,1039,3,Diabetes_oral,N,2022-01-26,2025-07-09
9000199,FRM0004,00456213003,6010001100,Escitalopram 10mg,1014,00173017400,6010201000,Bupropion 150mg,1042,2,SSRI_SNRI,N,2021-04-02,2025-02-12
9000200,FRM0002,00078065715,2210401000,Sacubitril-Valsartan 24-26mg,1034,00025102831,2220201000,Spironolactone 25mg,1032,3,HF_diuretic,Y,2022-10-25,2025-11-12
